text,label
"﻿آقا اشکان:
من که نگفتم دانشگاه زاهدان خوبه . قبلا در پست های قبلی هم گفتم هیچ اطلاعی ندارم!! من غیر مستقیم گفتم که با این رزومه عالی خیلی بده که اساتیدشون سطح علمیشون پایین باشه. من و افرادی که روزانه قبول شدیم هیچ راهی نداریم اگه نریم یک سال محروم میشیم اگه بریم هم همین آش و همین کاسه!!!ی سالمون همینطوری بر باد رفته!! فقط کاری که در حال حاضر میتونیم انجام بدیم اینه که خوشبین باشیم به آینده همین و بس!!!

در هر صورت واسه رسیدن به خواسته هامون باید تلاش و پشتکار به خرج بدیم
درکام نهنگان رو گر در طلب کامی
مسلما هیچ کس غیر خودتون نمیتونه تشخیص بده که صلاحتون در چی هست هرچی که خودتون تشخیص می دید همون کارو بکنید. آرزوی موفقیت بخصوص قبولی در دانشگاه دلخواهتون رو دارم.",ham
"﻿ با سلام و سپاس از نظر شما.
در جریان مصاحبه شما هستم. قبل از مصاحبه شما با استاد صفوی موضوع نظام نوشتاری زبان فارسی در ذهنم بود و این نظرسنجی را نیز در نظر داشتم در وبلاگم قرار دهم که همزمان شد با مصاحبه های سریالی معذوف راجع به خط .
ممنون بابت اطلاع رسانی شما",ham
"﻿وقتی از 80 نفر شرکت کننده در ازمون 25نفر مهر و25نفر بهمن قبول میشن به قول سامان یعنی اونی که فرق زبانشناسی با روانشناسی رو هم نمیدونسته قبول شده واساتید هر چقدر هم که باسواد باشن مجبورن در سطح کلاس تدریس کنن واگه بخوان مباحث جدید را مطرح کنن کلاس ظرفیت نداره.به احتمال قوی مطالبی که مثلن دکتر گلفام در علوم تحقیقات درس میده کمتر و ساده تر از مباحثی است که برای دانشجویان تربیت مدرس ارائه میده.
امیدوارم از صحبتام ناراحت نشی",ham
"﻿اینکه همه دنبال این هستن که یه تو یه دانشگاه مطرح درس بخونن و اساتیدشون هم عالی باشه، بد نیست. ولی باید یه چیزی رو در نظر داشته باشیم: در دانشگاه، مخصوصا در مقطع ارشد و دکترا، چیزی که موفقیت دانشجو رو تضمین می کنه، نه اسم و رسم دانشگاهه و نه اسم و رسم استادها. نمیگم اینها هیچ تأثیری ندارن، اما تأثیرشون خیلی نیست. در این مقاطع، موفقیت دانشجوها 90 درصد به خودشون بستگی داره. یه دانشجو اگه در سطح پایین ترین و دورافتاده ترین دانشگاه هم درس بخونه، اما واقعا و مثل یه دانشجو درس بخونه خیلی جلوتر میفته از اونی که در یه دانشگاه معتبر و مشهور مثل یه دانش آموز درس می خونه.

اینکه یه دانشگاه بده چون استاداش در کلاسها نمی تونن از همه دانشجوها کار کلاسی بخوان، به نظر من دلیل کودکانه ایه. (البته قصد بی احترامی به کسی رو ندارم.) اگه استاد ازمون مقاله نخواد، خودمون نمی تونیم مقاله بنویسیم؟ آخه حتما باید زور بالا سرمون باشه تا دانشمند بشیم؟

در ضمن، عدم معروفیت یه استاد لزوما دلیل بر کم سواد بودنش نیست.
و همچنین قرار نیست همه مطالب رو استاد بریزه تو مغز دانشجو، استاد فقط یه راهنماست. به نظر من بهترین استاد اونی نیست که سوادش از همه بیشتره و معروفتره، بلکه اونیه که بیشتر از همه در دانشجو علاقه و انگیزه ایجاد می کنه، و هلش میده به جلو، حتی اگه از لحاظ علمی به پای بزرگان اون رشته نرسه. و اینجور اساتید در دانشگاه های غیر معروف هم کم نیستند. (تجربه دارم که میگم)

ضمناً، اونقدر سمینار و همایش و ... وجود داره که دانشجوها در اونا می تونن با اساتید بزرگ همه دانشگاهها آشنا بشن و باهاشون ارتباط علمی داشته باشن.

اینطور نیست آقای مقدس؟",ham
﻿با اين كه خودم هم سال دوم بود كه كنكور ارشد ميدادم وميدونم چقدر سخت است،ولي اگر هدفمند وبا چشم باز كنكور بديم بهترازاينه كه كلي هزينه مادي وفكري بديم براي آزاد ولي نامطمئن از آينده تحصيلي وشغلي گام برداريم.البته اراده وتلاش وانگيزه مي طلبد.اميدوارم با توكل به خدا بتونيم قدرتمندانه شروع كنيم.يا علي.پيروز واميدوار باشيد.,ham
"﻿منا خانم:

تمام منابع در بخش منابع ارشد که در پست ثابت قرار داده شده. کتاب هایی که چهار ستاره و سه ستاره هستند مهم ترند. اگر راهنمایی کاملتری نیاز دارید به لینک http://linguist87.blogfa.com/post-952.aspx مراجعه کنید. اگر باز هم قانع نشدید و نیاز به راهنمایی بیشتر داشتید، بهم ایمیل بزنید تا راهنمایی کامل کنم.",ham
"﻿اشکان جان:
میدونم خیلی سخته اما این رو در نظر بگیر که بالاخره سربازی رو باید بری چه الان و چه بعد ارشد گرفتن. وقتی الان سربازی بری دیگه خیالت راحت میشه از این بابت و راحت تر برای زندگی آینده خودت میتونی تصمیم بگیری. اگر واقعا در این مورد فکر کردی و مطمئنی سال بعد میتونی روزانه بیاری باید بگم تصمیم خوبی گرفتی.",ham
"﻿حسین جان:
من کارشناسیم رو تهران مرکز بودم که اتفاقا فکر میکنم بهتر از علوم تحقیقات بود! حداقل یه ساختمون درست و حسابی داشت که شبیه دانشگاه بود و کلی میتونستیم تفریح کنیم! اما ساختمون دانشکده زبان و ادبیات علوم تحقیقات یه خونه بوده که دانشگاه شده!!! این مسئله رو دکتر گلفام به ما گفتند!",ham
"﻿لی لا خانم:
قبلا در مورد دکتری زبانشناسی علوم شناختی پرسیده بودید. باید بگم احتمال میدم آزمونش با همون آزمون زبانشناسی باشه اما فعلا باید صبر کنیم تا زمان ثبت نام دکتری برسه و دفترچه رو ببینیم که وضعیت از چه قراره.",ham
"﻿مینو جان:
با رتبه 15 شبانه سمنان اونم ازفا قبول شدی؟؟!! به نظرم اگه میخوای تا دکترا ادامه بدی با ازفا به مشکل میخوری چون دکترا نداره و از نظر اساتیدی که مصاحبه دکترا انجام میدن ,ازفا ارزش کمتری نسبت به همگانی داره.",ham
"﻿رزیتا خانم:
سامان و من تجربیات خودمون رو گفتیم اما من شخصا نمیخوام نسخه خودم رو برای شما بپیچم. شما اختیار انتخاب خودتون رو دارید. اما در مورد محیط دانشگاه باید بگم که ابونصر فارابی فیلسوف قرن سه و چهار هجری اعتقاد داره محیط آموزشی هم در یادگیری انسانها تاثیر داره. دانشجو حق داره که محیط آموزشی با امکانات تفریحی داشته باشه. من توقع زیادی ندارم اما آیا دانشگاه نباید محیط فضای باز به اندازه کافی داشته باشه که دانشجوها اوقات بیکاری خودشون رو برای استراحت در اونجا صرف کنند؟ اگر این طوریه پس حتما دانشگاه های معتبر دنیا مثل MIT و هاروارد و برکلی و استنفورد و حتی دانشگاه های درجه 2 و 3 و 4 خارجی اشتباه میکنند که این همه امکانات از همه رقم در اختیار دانشجوها قرار میدن. در همین ایران دانشگاه هایی مثل دانشگاه تهران و تربیت مدرس محیط خوب و دوست داشتنی برای دانشجوها دارند که میتونند هم درس بخونند و هم وقت خودشون رو با دوستانشون در اون بگذرونند. این به کنار. کتابخونه دانشگاه هم در حد اسف باره. دکتر گلفام هم به ما گفتند که در حد دکتری نیست. من اگه بخوام تمام حرفهای ایشون رو بگم خیلی میشه. ایشون بارها و بارها در کلاس ما از دانشگاه انتقاد کردند. و حتی تلویحی گفتند که اگر انصراف هم بدیم به ما حق میدن. مجتمع نیایش مرکز اصلی علوم تحقیقات هست؛ اما سوال اینه چرا تا حالا دانشکده ادبیات رو به اونجا منتقل نکردند تا از امکانات اونجا استفاده کنیم؟ آیا من به عنوان دانشجوی دکتری به اندازه ترمی 4 تومن پول ناقابل که به دانشگاه آزاد محترم میدم، امکانات دریافت میکنم؟",ham
"﻿لی لا خانم گل :

به نظرت با دکترا گرفتن از فلان دانشگاه دولتی چه اتفاقی قراره بیوفته که فقط به این خاطر باید از دانشگاه انصراف داد؟ مگه این همه دکتر که از تهران و علامه و هاروارد و ام ای تی و... مدرک گرفتن چه کار کردن؟به گفته خودتون تنها شرکت در همایش هم یه امتیاز در قبولی دکترا است یعنی اگه یه ادمی فقط در همایش اسم بنویسه و بعد بره اونجا کیک ساندیس بخوره از نظر اساتید مجرب این فرد صلاحیت ادامه تحصیل در مقطع دکترا و فوق دکترا و احتمالا فوق فوق دکترا رو خواهد داشت!!!! با این همه مقاله و کتابی که هر سال در ایران زیر نظر همین اساتید مجرب!! چاپ میشه چرا هنوز این اساتید از منابع خارجی برای تدریس در کلاس هاشون استفاده میکنن؟ چون خودشون هم میدونن این همه همایش و مقاله و کنفرانس برای پر کردن اوقات فراغته نه چیزه دیگه.میشه بگین با چاپ این همه مقاله دانشجویان ایرانی در ای اس ای و نشریات معتبر جهانی چه تحولی در دانشگاههای ما افتاده که حالا من دانشجو باید بزرگترین هدفم چاپ یه مقاله باشه تا بتونم مثلا دکترا قبول شم. لی لا خانم مطمئن باش با رضومه قوی و مدرک دکترا از علامه یا هرجای دیگه اوضاع تغییری نمیکنه",ham
"﻿سلام وهاب جان. ممنون كه به یاد ما بودی
اگر مطلبی در مورد لرستان داشتی خوشحال می شوم آن را در خبرگزاری یافته منتشر كنم.
لطفا مطالب زیبایت را برایم ایمیل كن
با سپاس",ham
"﻿دوست و همکلاسی عزیز, زبان شناس

وقتی پدر مادری بچه شون رو در مهد کودک یا یه مدرسه ابتدایی ثبت نام میکنن ریز به ریز تصمیم گیری های مدیر و حتی معلم ها ومربی های اون مدرسه رو از طریق انجمن مدرسه و مهدکودک یا به صورت حضوری پیگیری میکنن و حتی سیاست های مدیریت اون مهد کودک یا مدرسه رو نقد می کنن!!!!!!
اگه شما دانشجو هستی پس چه طور با سیاست ها وتصمیمات کلی دانشگاه محل تحصیلت کاری نداری؟ برعکس نظر شما فکر میکنم فرق یه بچه مدرسه ایی با دانشجوی لیسانس و فوق لیسانس و دکتری سطح مطالبات و خواسته های هر کدومشونه.
چامسکی به عنوان بزرگترین زبانشناس قرن21 ام برخلاف نظرشما اعتقاد داره برای یه دانشجو یا استاد زبانشناسی نه تنها سیاست های دانشگاه بلکه سیاستگذاری های داخلی و خارجی سردمداران کشورش هم باید براش مهم باشه. جناب دکتر محمدرضا باطنی که به فرموده استاد داریوش اشوری چامسکی ایران هستند مقالات زیادی در انتقاد از اوضاع اجتماعی سیاسی ایران در قبل و پس از انقلاب نوشتن. فکر میکنی این استاد بزرگوار اشتباه کرده و این مسائل رو مطرح کرده یانه غفلت
و کوتاهی از ماست؟",ham
"﻿رزیتا خانوم

هدفم زیرسوال بردن دوستانم نیست بلکه زیر سوال بردن تصمیمات وزیر علوم سابق ه که تنها استدلالش برای چند برابر کردن ظرفیت دانشگاههای شبانه پیام نور مجازی اموزش محور بین الملل و... نابود کردن دانشگاه ازاد و کسب درامدهای نجومی بود نه نیازهای کشور در بخش صنعت یا اموزش .حضرت ایت الله هاشمی و جناب دکتر جاسبی سنگ بنای دانشگاه ازاد رو گذاشتن در اوایل تاسیس این دانشگاه خیلی ها میگفتن دیر یا زود دانشگاه ورشکسته میشه اما با حمایت های حضرت ایت الله هاشمی و مدیریت مدبرانه جناب اقای دکتر جاسبی در کمتر از 30 سال این دانشگاه بزرگترین واحد دانشگاهی کشور و واحد علوم تحقیقات تهران در رشته های پزشکی ومهندسی جز دانشگاهای برتر ایران شد. حضرت ایت الله هاشمی و جناب دکتر جاسبی موسسان دانشگاه ازاد بوده و هستند و حالا که ثمره این 30 سال دوندگی و خون دل خوردن این دو بزرگوار به ثمر نشست عده ای که تنها سوابق دانشگاهی شون نام خانوادگی و تحصیلات نیمه کاره واتش زدن کتاب فروشی ها و... بوده سکان اداره دانشگاهها رو به دست گرفتن. از برادران دانشجو باید پرسید چرا به خاطر پایان دادن به اعتراضات نتایج ازمون دکترا ظرفیت ها رو یه شبه چندین برابر کردند؟یا مثلا دانشگاههایی مثل رشت و اردبیل و پیام نور یزد و قائن و ورامین وغیره که تاپارسال عضو هیئت علمی نداشتن چه طور امسا ل دانشجوی ارشد میگیرن؟ سو مدیریت افراد بی کفایت در8 سال گذشته تنهابه اقتصاد کشور اسیب نزد بلکه تیشه به ریشه اموزش عالی کشور هم زد . یکی از اقدامات سنجیده جناب اقای دکتر جاسبی اولویت قرار دادن فارغ التحصیلان ارشد و دکترا ازاد برای تدریس در واحدهای این دانشگاه بود.برعکس نظر بعضی دوستان اعتقاد دارم انصراف دادن مشکلی رو حل نمیکنه باید انتقادات خودمون رو به گوش روسای دانشگاه برسونیم تا بدونن همه دانشجویان از تصمیمات ساده لوحانه و نابخردانه اونها به تنگ اومدن",ham
"﻿در مورد بعضی مسائل قبلا صحبت کرده بودم نیاز نیست دوباره به اونها پاسخ بدم. ظاهرا سامان دوباره مهمون داشته! اما چند نکته.
فکر نمیکنی اگر ظرفیت دکتری 5 برابر شده بود، الان تا رتبه 25 هم روزانه تهران قبول شده بودند؟ اون چیزی که 5 برابر شد، معرفی داوطلبان قبول شده در دکتری بود که این مسئله تعداد دانشجوهایی رو که استادان میتونستند از بین اونها انتخاب کنند بیشتر کرد. اتفاقا اعتراض دانشجوها در سال 91 کاملا بر حق بود چون تعداد معرفی شدگان خیلی کم بود. دوست من با رتبه 25 همدان قبول شد و در صحبتی که امسال داشتیم از بدشانسی خودمون گفتیم که زمان ما این معرفی شدگان کمتر بود.
شرکت در همایش ها و ارائه گواهی اون نمره داره اما خیلی کم. اولش میگی شرکت در همایش امتیاز داره بعد ادامه میدی با شرکت در همایش از نظر استاتید مجرب صلاحیت حضور در دوره دکتری رو داره! آیا این که امتیاز داره به معنی اینه که لزوما صلاحیت دوره دکتری رو داره؟؟؟

چامسکی یک نابغه تمام عیاره که در ایران نمونه نداره. او هم در نظریات علمی سرآمد هست و هم در تحلیل های سیاسی و اجتماعی. کسی که ادعا میکنه میخواد مثل چامسکی مسائل روز رو تحلیل کنه اول باید مسائل رو با دقت و با ظرافت خاص تحلیل کنه و دقیقا سعی کنه مسائلی رو که دیگران میگن و یا رخدادهای تاریخی رو به شکل اصلی خودش و نه به صورت تحریف شده درک کنه. نه اینکه با برداشت های شخصی خودش اون چیزی رو که دوست داره برداشت کنه و در مورد اون تحلیل کنه. شما تا حالا چند تا از کتابهای چامسکی رو خوندید؟ Occupy؟ Hegemony or Survival؟ Manufacturing Consent؟ Failed States؟ Media Control؟ The Culture of Terrorism؟ کدومش رو خوندی که فکرت رو با فکر چامسکی پرورش بدی و از دقت روش او مطلع بشی؟

افراد دیگه ای مثل چامسکی بودند: برتراند راسل، ژان پل سارتر،‌میشل فوکو، ژان بودریار، روژه گارودی، هاوارد زین و ... که همه از نظر علمی و سیاسی و اجتماعی سرآمد بودند. به نظر من باید هر دو طرف قضیه رو گرفت نه اینکه فقط بر اساس میل شخصی خودمون تحلیل کنیم.",ham
"﻿سلام آقای مقدس
یکی از دوستان من همکلاسی شماست و از شیراز میاد تهران. ولی به نظر میرسه که راضی است. امسال من پیام نور بوشهر آوردم و علوم و تحقیقات فارس که به علت متاهلی مجبور شدم بروم علوم و تحقیقات. اول اینکه از علوم و تحقیقات اطلاعاتی دارید؟ روز ثبت نام که به خاطر برخوردشان 1000 بار پشیمان شدم ولی راهیه که رفتیم. دوم خوب به نظر شما ما که الن هم لیسانس و هم فوق از آزاد گرفتیم برای دکترها جایی غیر از آزاد هست؟ و واقعا چه کار دیکه ای میتونیم بکنیم که اصلا به دکترها احتیاج نباشه؟ مرسی",ham
"﻿شقایق خانم:
سلام. منظورتون خانم کریمی هست؟ ایشون در حال حاضر در حال تدریس در علوم تحقیقات فارس هستند و شاید بتونه مشکل شما رو حل کنه. اتفاقا از ایشون اگر بپرسید تمام مشکلاتی رو که من گفتم تایید خواهند کرد. خودمون به همراه خانم کریمی یک بار طومار امضا کردیم و از رئیس دانشکده خواستیم یه کمی امکانات بیشتر به ما بده. هر چند که اصلا تاثیری نداره. شاید در دانشگاه های علمی کاربردی یا پیام نور شانس تدریس داشته باشید اما دانشگاه های معتبرتر خیر.",ham
"﻿اقا سامان: خیلی داری تند میری هم در نقد و هم در تمجید کردن از دیگران. با الفاظی همچون مدیر مدبر و غیره طوری از جاسبی تعریف کردی که انگار اگه به کارش ادامه میداد دانشگاه ازاد به صدر دانشگاههای جهان می رسید و در مقابل برادران دانشجو را متهم کردی که دانشگاههایی هم تراز هاروارد و سوربن تحویل گرفتن و در این 2 -3 سال همه چی رو خراب کردن. زمزمه هایی برای عزل دانشجو از ریاست دانشگاه ازاد میاد ببینیم اونهایی که شما سنگ شون رو به سینه میزنید چه گلی به سر اموزش عالی میزنن.

اما در مورد توهین های مکرر شما و مدیر وبلاگ درباره علوم تحقیقات, خودم و خواهرم رو مثال میزنم. خواهرم لیسانس و فوق لیسانسش رو علوم تحقیقات تهران با معدل 18.5 در رشته میکروبیولوژی گرفت 2 سال پیش برای دکترا از دانشگاه استکهلم سوئد بورسیه گرفت. خودم هم با اینکه یک دهه از ارشدم میگذره تونستم با فوق زبانشناسی علوم تحقیقات پذیرش دکترا از همون دانشگاه بگیرم این در حالیه که خیلی رشدای دانشگاههای دولتی در ایران هم نتونستن دکترا قبول شن و ارزو شون اینه که ازیه دانشگاه درجه2و3 ومالزی پذیرش بگیرن ولی هنوز نتونستن. اقای سامان و مقدس در رنکینگ جهانی رتبه علوم تحقیقات تهران بالاتر از خیلی از دانشگاههای دولتی شهستانهاست. حتما این موضوع رو سرچ کنید واگه خواستین نتیجه رو اعلام کنید البته اگه خواستین!!!.",ham
"﻿در مورد پذیرش از دانشگاههای اروپایی چون خودم و خواهرم این راه رو رفتیم چند نکته رو براتون مینویسم:
1- تمامی دانشگاههای ایران به جز تهران و صنعتی شریف برای دنیا ناشناخته است مثلا اگه از دانشگاه هومبولت المان بخواین پذیرش دکــترا بگیرین برای دانشگاه مقصد مهم نیست که از علامه ارشد گرفتین یا زاهدان یا ازاد یا... .
2- یکی از مهمترین ایتم هایی که میتونه برای اخذ پذیرش دکترا از دانشگاههای معتبر اروپایی بهتون کمک کنه به جز نمره زبان موضوع پایان نامه و ریز نمرات بالا در دوره ارشد و چاپ مقاله است البته مقالاتی که در نشریات بین المللی چاپ شده باشه و مقالاتی که داخل ایران چاپ شده باشه هیچ ارزشی براشون نداره
.
.
.
موارد دیگه ایی هم هست اما اینا شاخص هاش بودن",ham
"﻿حسین جان:
خوشحالم از اینکه حرفهای من ثابت شد و مشخص شد من هیچ چیز خلاف واقع نگفتم. میدونم سربازی رفتن سخته اما فکرش رو بکن که اگه الان بری و بعد دو سال تموم بشه دیگه خیالت راحت میشه و بعد با خاطری آسوده هر کاری که خواستی میتونی انجام بدی. اگر در ارشد ثبت نام میکردی بعد دو یا سه سال و کلی دردسر برای نوشتن پایان نامه تازه باید اقدام میکردی برای سربازی. به هر حال زودتر باید خودت رو راحت کنی.",ham
"﻿مهری خانم:
در مورد «توهین» هایی صحبت کردید که من به علوم تحقیقات کردم. من هر چی که گفتم واقعیت بود و هرگز خلاف واقع نگفتم. اگر گفتن واقعیت ها توهین حساب بشه که دیگه نمیدونم باید چی بگم.
اما شما در پاسخ من نسبت به انتقادات به علوم تحقیقات خودتون و خواهرتون رو مثال زدید که از دانشجویان موفق بودید. من در گفته های خودم هرگز در مورد دانشجوهای دانشگاه صحبت نکردم و تنها نسبت به خود دانشگاه انتقاد کردم. من دقیقا یکی از عباراتی که در بالا گفتم رو کپی میکنم: «قطعا دانشجوهای دانشگاه آزاد خیلی هاشون بااستعدادتر از برخی داشنجویان روزانه هستند و در این شکی نیست اما از این ظلمی که بهشون میشه حق دارم که ناراحت باشم. اونها لیاقت بهترین ها رو دارند نه کمترینها!». بنابر این مشاهده میکنید که من دانشجوهای دانشگاه رو زیر سوال نبرده بودم که شما از موفقیت های دانشجوهای این دانشگاه صحبت میکنید. مثل این می مونه که من در مورد معایب یک مدل اتومبیل صحبت کنم و ایرادات اون رو بگم اما شما در مورد مهارت فوق العاده راننده اون صحبت کنید!",ham
"﻿اما در مورد رنکیگ دانشگاه بگم که مسلما تلاش استادان و دانشجوهای این دانشگاه تاثیر زیادی در رتبه این دانشگاه داشته اما بدون تردید رشته های فنی مهندسی و استادان و دانشجویان این رشته ها تاثیر زیادی در این مورد داشتند. ضمن اینکه در بسیاری از این رشته ها دانشگاه هیئت علمی استخدام کرده. اما ما رشته مون زبانشناسی هست و در مورد گروه زبانشناسی این دانشگاه صحبت میکنیم. فکر میکنید این مسئله که دانشگاه هیچ هیئت علمی برای گروه زبانشناسی نداره، تاثیر مثبتی در رنکینگ دانشگاه ها داشته؟ آیا این فضای آموزشی دانشکده ادبیات و زبان تاثیر مثبت در رتبه دانشگاه در جهان داشته؟
و نکته آخر اینکه شما کاملا حرف من رو قبول داشتید مبنی بر اینکه گفته بودم برای دکتری به علوم تحقیقات فکر نکنید. اگر علوم تحقیقات خیلی خوب و عالی هست شما خودتون چرا در این دانشگاه ادامه تحصیل ندادید و عازم خارج هستید؟
شما دیدید که حسین آقا رفت و شرایط دانشگاه رو دید و همه مطالبی رو که قبلا گفته بودم تایید کرد. آیا اون چیزی که ایشون دیده توهین حساب میشه؟ ده ها نفر این کامنت ها رو میخونند و اصلا نظر نمیدند اما قضاوت خواهند کرد که چه کسی درست میگه. من اگر اشتباه کنم هیچ ترسی از این ندارم که معذرت خواهی کنم اما در مورد علوم تحقیقات اشتباهی نکردم که بخوام حرفهای خودم رو پس بگیرم.",ham
"﻿سلام
خسته نباشید

در وبلاگ ما نظری گذاشته بودید در مورد اون کتاب.
من خودم کتاب ها رو در پرشن گیگ آپلود میکنم که بد نیست و راضی ام. البته سرویس های دیگه هم هست در ایران. شما هم اگر خواستید یک اکانت در پرشن گیگ بسازید و بعد کتاب رو آپلود کن. البته خود سایت میگه تا یک گیگ میشه آپلود کرد اما من گاهی برای آپلود فایل هایی با حدود 40 مگ دچار مشکل میشم و آپ نمیکنه. به نظر من از کتاب دو تا کپی بگیرید و بعد فایل اول رو نصفش اول رو نگهدار و و بقیه ش رو حذف کنید و فایل دوم هم نصل دومش باشه. این طوری دو تا فایلی میشه که حجمشون کم شده. بعد جدا جدا میشه آپلودشون کرد. نمیدونم راه حل خوبی بود یا نه! ",ham
"﻿
سلام عزیزم من فارغ التحصیل علوم و تحقیقات فارسم. فقط یه توصیه بهت میکنم اگه واقعا برای درس خوندن اومدی، مسیر رو اشتباه اومدی ولی اگر فقط مدرک برات مهمه یه کم که دم استادا رو ببینی حله. به خداوندی خدا قسم که عدالت اینجا معنا نداره و استاد فقط نگاه می کنه ببینه از کی خوشش میاد و نمره میده. استادا یه باند هستن و تعدادشون خیلی کمه. د. فلاحی، د. شرف زاده، د. زارع و یه سه چهارتای دیگه که همین چندتا برای یه عمرت کافی هستن. تعداد پذیرش بالاست و در تمام طول سال اول دانشجوی جدید هست که میاد و سرکلاس میشینه. البته گروه ما حدود 34 نفر بودیم ولی سال بعدی های ما که رکورد زدن. جالبته ترم سوم وسطای ترم یه روز اومدیم کلاس دیدیم یه گروه دم در کلاس دارن بالا و پایین میرن و یه تعداد هم توی کلاس دارن قرآن میخونن!!! فهمیدیم این گروه جدید دم در کلاس، تازه ثبت نام کردن و گروه ارشد آموزش زبان هستن که اصلا توی دفترچه این کد رشته برای علوم و تحقیقات فارس نبود!! اونایی هم که قرآن می خوندن، کارشناسی قبول شده بودن و اولین کلاسشون قرآن بود!!! و هر دو تا گروه رو فرستاده بودن کلاس ما. ما هم چون جایی نداشتیم مجبور شدیم بریم دفتر مدیرگروه و 34 نفر آدم ریز و درشت کف یه اتاق که نصفش رو وسایل گرفته بود روی زمین بشینیم تا دوستمون به جای استاد! تدریس کنه.
اینا فقط یه کم از مشکلات بود. چون استادا کم هستن شما مجبوری برای پایان نامه استاد راهنما و مشاور و ... را از جای دیگه جور کنی!!!!!! چون استادای اینجا با هر کی که بخوان از قبل هماهنگ می کنن و همش میگن لیستمون پره!",ham
﻿شقایق جان، به خدا قسم مدتی هست که افسردگی شدید گرفتم آخه من وحشتناک علاقمند به تحصیل و یادگیری هستم ولی چیز خاصی یاد نگرفتم. تنها استاد باسوادمون رو به بهانه های واهی شوت کردن د.آزاد مرودشت. دکتر توکلی که دکترای فرهنگ و باستان دانشگاه تهران رو داشت و واقعا تدریس می کرد و بلد بود و می دونست چی میگه. درس گویش، تطور، تاریخ زبان فارسی رو عالی درس میداد و از لحظه لحظه کلاس استفاده می کرد و دقتش عالی بود. این حرف من نیست همه اونایی که باهاش کلاس داشتن تایید می کنن. در عین حال که بسیار مهربان بود ولی از سر 25 صدم نمی گذشت و براش فرق نداشت تو کی هستی. این حسنش برای منی که واقعا درس می خوندم نمونه بود چون روی چشم و ابرو و خوش آمدن به کسی نمره نمی داد. همین بود که من بی رقیب نمره اول کلاسش بودم.اما، دکتر فلان و بهمان... خدا به فریادشون برسه روز جزا که اولین شاکی شون من هستم چون خیلی راحت حق رو پایمال می کنن. دکتر فلاحی که مدیرگروه ما بود و الان معاون آموزشی دانشگاه!!! شده مدام می گفت دانشگاه آزاده دیگه چی میخواین یاد بگیرین؟؟بعدش میخواین کجا رو بگیرین,ham
"﻿در مورد امکانات هم، این یکی دوساله بهتر شده، یه کتابخونه داره، یه مرکز کامپیوتر. خوابگاهش هم توی خود دانشگاهه. البته یادت باشه که دانشگاه توی شیراز نیستش. حدود هفتاد کیلومتری شیرازه و حدود45 دقیقه از شیراز فاصله داره.در واقع دانشگاه در محدوده شهر مرودشته بعداز پتروشیمی و قبل از سد درودزن.
عزیزم، دل من از این دانشگاه خیلی خونه. بیشتر از اون چیزی که درک کنی. البته دوستایی داشتم که با معدل های 14-15 عشق و حال روزگار رو اونجا کردن و بعد با نمره 18 از 18 از پایان نامه هایی که داده بودن توی بازار انقلاب شیراز براشون درست کرده بودن نمره گرفتن.
تنها قسمت مثبت این دانشگاه فضای بسیار زیبای اونه که توی بهار واقعا بهشت زمین میشه. وسعت بسیار زیادی داره و با پوشش بسیار زیبای درختان و سبزه ها بهار رو اونجا حس می کنی. اینجاست که باید بهش گفت علوم و تفریحات فارس!!
توصیه نهایی من: اگه واقعا برات فقط مدرک مهمه و یه نمره همین طوری و یادگیری درحد یه بچه دبستانی، حتما علوم و تحقیقات فارس بهترین انتخابه.
من الان برای دکترا مشکل دارم چون با معدل 19 (که می تونست بیشتر هم باشه ولی چون دکتر ... بایستی هموطن مرودشتی شون رو در جایگاه نمره اولی می دیدن بعضی از درسها رو بیشتر از 18.5-19 به من نمی دادن!) داشتم میگفتم با معدل 19 و یکی دو درصد هنوز سواد پایه زبان شناسی رو ندارم. نحو رو نمی فهمم، معنی شناسی رو داغون داغونم و ... ولی عشق یادگیری هستم و خودم دارم تلاش می کنم که یاد بگیرم..........
ببخشید طولانی شد ولی من این دانشگاه رو اینجور دیدم",ham
﻿اقای مقدس من نمیخواستم با مثال زدن خودم و خواهرم فخر فروشی کنم منظورم این بود که معتبر ترین دانشگاههای اروپا به تحصیل کرده های علوم تحقیقات پذیرش میدن اونوقت شما و اقا سامان میگین سطح علمیش خیلی پایین ه. وقتی سامان میگه اونی که فرق روانشناسی و. زبانشناسی رو نمیدونه علوم تحقیقات قبول میشه و شما هم میگین درست ه اگه توهین به دانشجوها نیست پس چیه؟ ثانیا شما علوم تحقیقات رو فقط با دانشگاههای دولتی تهران مقایسه میکنید ولی اگه با دانشگاههای شهرستان مقایسه کنید متوجه میشید نسبت به بیشتر شون سطح بالایی داره,ham
